timestamp,cpu_usage_percent,memory_usage_percent,memory_used_mb,disk_usage_percent,bytes_sent,bytes_received,request_latency_ms,error_count,active_processes,server_id,server_name,region,environment,network_total,cpu_memory_ratio,cpu_change,memory_change,latency_per_process,anomaly
2026-06-08T11:17:12.079570,18.9,84.1,6592.82,74.4,92463626,47059812,120.37,0,336,SRV002,api-server-01,ap-south-1,production,139523438.0,0.2220916568742655,8.899999999999999,-2.300000000000012,0.3571810089020771,0
2026-06-08T11:17:18.223309,15.5,84.4,6615.88,74.4,92502200,47075516,116.07,0,335,SRV003,database-server-01,us-east-1,production,139577716.0,0.1814988290398126,-3.3999999999999986,0.3000000000000113,0.3454464285714285,0
2026-06-08T11:17:24.385929,55.6,89.4,7005.46,74.4,92524129,47104396,133.09,0,336,SRV004,cache-server-01,eu-west-1,staging,139628525.0,0.6150442477876106,40.1,5.0,0.3949258160237389,0
2026-06-08T11:17:31.333238,14.1,89.1,6980.7,74.4,92548569,47123637,914.95,0,337,SRV005,worker-server-01,ap-south-1,development,139672206.0,0.1564927857935627,-41.5,-0.3000000000000113,2.7069526627218936,0
2026-06-08T11:17:37.474660,28.0,89.5,7014.91,74.4,92582628,47155186,102.45,0,337,SRV001,web-server-01,ap-south-1,production,139737814.0,0.3093922651933701,13.9,0.4000000000000057,0.3031065088757396,0
2026-06-08T11:17:43.618923,15.9,89.4,7005.16,74.4,92603901,47171633,109.59,0,338,SRV002,api-server-01,ap-south-1,production,139775534.0,0.1758849557522123,-12.1,-0.0999999999999943,0.3232743362831858,0
2026-06-08T11:17:49.762560,11.9,89.9,7048.01,74.4,92623122,47183412,107.32,0,338,SRV003,database-server-01,us-east-1,production,139806534.0,0.1309130913091309,-4.0,0.5,0.3165781710914454,0
2026-06-08T11:17:55.907061,18.3,90.0,7054.89,74.4,92640227,47199373,108.57,0,338,SRV004,cache-server-01,eu-west-1,staging,139839600.0,0.2010989010989011,6.4,0.0999999999999943,0.3202654867256637,0
2026-06-08T11:18:02.152872,6.5,88.9,6966.63,74.4,92659485,47210974,205.53,0,338,SRV005,worker-server-01,ap-south-1,development,139870459.0,0.0723025583982202,-11.8,-1.0999999999999943,0.606283185840708,0
2026-06-08T11:18:08.298829,17.0,88.2,6913.36,74.4,92686497,47231295,100.68,0,337,SRV001,web-server-01,ap-south-1,production,139917792.0,0.1905829596412556,10.5,-0.7000000000000028,0.2978698224852071,0
2026-06-08T11:18:14.441285,8.8,88.9,6963.88,74.4,92702808,47244587,101.36,0,337,SRV002,api-server-01,ap-south-1,production,139947395.0,0.0978865406006674,-8.2,0.7000000000000028,0.2998816568047337,0
2026-06-08T11:18:20.585453,35.1,85.7,6712.98,74.4,92721960,47255427,113.42,0,337,SRV003,database-server-01,us-east-1,production,139977387.0,0.4048442906574394,26.3,-3.200000000000003,0.3355621301775148,0
2026-06-08T11:18:26.729159,17.2,85.6,6708.41,74.4,92742447,47266662,99.99,0,337,SRV004,cache-server-01,eu-west-1,staging,140009109.0,0.1986143187066974,-17.900000000000002,-0.1000000000000085,0.2958284023668638,0
2026-06-08T11:18:32.975711,17.1,87.1,6827.21,74.4,92782931,47297903,203.74,0,340,SRV005,worker-server-01,ap-south-1,development,140080834.0,0.1940976163450624,-0.0999999999999978,1.5,0.5974780058651027,0
2026-06-08T11:18:39.120576,39.3,87.5,6855.0,74.4,92805699,47321315,113.83,0,342,SRV001,web-server-01,ap-south-1,production,140127014.0,0.4440677966101695,22.2,0.4000000000000057,0.331865889212828,0
2026-06-08T11:18:45.282146,32.1,87.7,6871.71,74.4,92822712,47332528,124.19,0,340,SRV002,api-server-01,ap-south-1,production,140155240.0,0.3618940248027057,-7.199999999999996,0.2000000000000028,0.3641935483870968,0
2026-06-08T11:18:51.408384,16.9,87.9,6889.67,74.4,92847790,47350793,97.71,0,340,SRV003,database-server-01,us-east-1,production,140198583.0,0.1901012373453318,-15.200000000000005,0.2000000000000028,0.2865395894428152,0
2026-06-08T11:18:57.564095,40.9,89.1,6979.52,74.4,92876622,47375778,108.62,0,340,SRV004,cache-server-01,eu-west-1,staging,140252400.0,0.4539400665926748,24.0,1.1999999999999886,0.3185337243401759,0
2026-06-08T11:19:03.695792,18.6,89.1,6977.82,74.4,92903185,47472636,91.91,0,340,SRV005,worker-server-01,ap-south-1,development,140375821.0,0.2064372918978912,-22.3,0.0,0.2695307917888563,0
2026-06-08T11:19:09.839761,33.6,89.7,7026.97,74.4,92961957,47494540,108.88,0,340,SRV001,web-server-01,ap-south-1,production,140456497.0,0.37045203969129,15.0,0.6000000000000085,0.3192961876832844,0
2026-06-08T11:19:16.006900,19.6,89.7,7030.89,74.4,92981258,47509532,126.31,0,340,SRV002,api-server-01,ap-south-1,production,140490790.0,0.2160970231532525,-14.0,0.0,0.3704105571847507,0
2026-06-08T11:19:22.263984,11.5,89.9,7041.53,74.4,93009124,47546089,220.92,0,340,SRV003,database-server-01,us-east-1,production,140555213.0,0.1265126512651265,-8.100000000000001,0.2000000000000028,0.6478592375366569,0
2026-06-08T11:19:28.479307,35.6,90.0,7051.77,74.4,93026812,47557716,170.71,0,340,SRV004,cache-server-01,eu-west-1,staging,140584528.0,0.3912087912087912,24.1,0.0999999999999943,0.5006158357771261,0
2026-06-08T11:19:34.620600,26.0,89.4,7003.91,74.4,93056139,47585621,100.31,0,339,SRV005,worker-server-01,ap-south-1,development,140641760.0,0.2876106194690265,-9.6,-0.5999999999999943,0.2950294117647059,0
2026-06-08T11:19:40.789986,23.9,89.7,7030.91,74.4,93076684,47597455,140.35,0,339,SRV001,web-server-01,ap-south-1,production,140674139.0,0.2635060639470782,-2.1000000000000014,0.2999999999999971,0.4127941176470588,0
2026-06-08T11:19:47.035267,38.2,89.8,7034.85,74.4,93098837,47614060,202.01,0,339,SRV002,api-server-01,ap-south-1,production,140712897.0,0.420704845814978,14.300000000000004,0.0999999999999943,0.5941470588235294,0
2026-06-08T11:19:53.257765,41.9,89.8,7038.45,74.4,93136085,47629083,149.86,0,339,SRV003,database-server-01,us-east-1,production,140765168.0,0.461453744493392,3.699999999999996,0.0,0.440764705882353,0
2026-06-08T11:19:59.504498,42.9,92.6,7257.89,74.4,93162595,47647329,197.47,0,339,SRV004,cache-server-01,eu-west-1,staging,140809924.0,0.4583333333333333,1.0,2.799999999999997,0.5807941176470588,1
2026-06-08T11:20:05.649186,23.6,92.6,7258.12,74.4,93184863,47661539,98.7,0,337,SRV005,worker-server-01,ap-south-1,development,140846402.0,0.2521367521367522,-19.3,0.0,0.2920118343195266,1
2026-06-08T11:20:11.792144,9.5,92.7,7266.76,74.4,93214699,47681568,111.08,0,337,SRV001,web-server-01,ap-south-1,production,140896267.0,0.1013874066168623,-14.1,0.1000000000000085,0.3286390532544379,1
2026-06-08T11:20:17.947455,14.6,93.1,7296.84,74.4,93232627,47692382,109.12,0,337,SRV002,api-server-01,ap-south-1,production,140925009.0,0.155154091392136,5.1,0.3999999999999915,0.3228402366863905,1
2026-06-08T11:20:24.098528,16.0,93.3,7312.16,74.4,93258296,47706231,127.44,0,337,SRV003,database-server-01,us-east-1,production,140964527.0,0.1696712619300106,1.4000000000000004,0.2000000000000028,0.3770414201183432,1
2026-06-08T11:20:30.224148,33.3,93.4,7315.95,74.4,93277671,47718867,96.2,0,338,SRV004,cache-server-01,eu-west-1,staging,140996538.0,0.3527542372881355,17.299999999999997,0.1000000000000085,0.2837758112094395,1
2026-06-08T11:20:36.368160,32.0,93.8,7352.41,74.4,93299560,47731010,120.52,0,337,SRV005,worker-server-01,ap-south-1,development,141030570.0,0.3375527426160337,-1.2999999999999972,0.3999999999999915,0.3565680473372781,1
2026-06-08T11:20:42.524038,32.4,93.8,7345.92,74.4,93331911,48084154,134.46,0,337,SRV001,web-server-01,ap-south-1,production,141416065.0,0.3417721518987341,0.3999999999999986,0.0,0.397810650887574,1
2026-06-08T11:20:48.656903,17.2,93.8,7352.82,74.4,93357570,48102662,89.49,0,338,SRV002,api-server-01,ap-south-1,production,141460232.0,0.1814345991561181,-15.2,0.0,0.2639823008849557,1
2026-06-08T11:20:54.800941,24.6,94.4,7393.33,74.4,93381171,48119443,111.01,0,338,SRV003,database-server-01,us-east-1,production,141500614.0,0.2578616352201258,7.400000000000002,0.6000000000000085,0.3274631268436578,1
2026-06-08T11:30:35.647864,46.0,93.0,7285.31,74.5,122713138,62063674,87.35,0,342,SRV004,cache-server-01,eu-west-1,staging,184776812.0,0.4893617021276595,21.4,-1.4000000000000057,0.2546647230320699,1
2026-06-08T11:30:39.833669,98.9,92.9,7283.15,74.5,122741354,62111451,91.87,0,343,SRV005,worker-server-01,ap-south-1,development,184852805.0,1.053248136315229,52.900000000000006,-0.0999999999999943,0.2670639534883721,1
2026-06-08T11:30:44.012491,53.8,92.6,7252.98,74.5,122762316,62172183,158.09,0,342,SRV001,web-server-01,ap-south-1,production,184934499.0,0.5747863247863247,-45.10000000000001,-0.3000000000000113,0.4609037900874635,1
2026-06-08T11:30:48.215012,64.3,92.5,7244.77,74.5,122792602,62211313,162.08,0,343,SRV002,api-server-01,ap-south-1,production,185003915.0,0.6877005347593582,10.5,-0.0999999999999943,0.4711627906976744,1
2026-06-08T11:30:52.409914,71.3,92.5,7246.98,74.5,122810789,62233168,158.48,0,343,SRV003,database-server-01,us-east-1,production,185043957.0,0.7625668449197861,7.0,0.0,0.4606976744186046,1
2026-06-08T11:30:56.609152,41.7,92.3,7229.7,74.5,122832024,62333146,163.84,0,343,SRV004,cache-server-01,eu-west-1,staging,185165170.0,0.4469453376205788,-29.599999999999994,-0.2000000000000028,0.4762790697674419,1
2026-06-08T11:31:00.806140,80.2,93.2,7301.48,74.5,122850757,62388746,110.34,0,345,SRV005,worker-server-01,ap-south-1,development,185239503.0,0.851380042462845,38.5,0.9000000000000057,0.3189017341040462,1
2026-06-08T11:31:05.004439,39.3,92.9,7280.51,74.5,122867986,62432082,157.84,0,343,SRV001,web-server-01,ap-south-1,production,185300068.0,0.4185303514376996,-40.900000000000006,-0.2999999999999971,0.4588372093023256,1
2026-06-08T11:31:09.110406,68.4,92.9,7280.88,74.5,122891188,62493768,78.34,0,343,SRV002,api-server-01,ap-south-1,production,185384956.0,0.7284345047923323,29.10000000000001,0.0,0.2277325581395348,1
2026-06-08T11:31:13.299427,86.2,93.3,7313.95,74.5,122914542,62570882,163.12,0,343,SRV003,database-server-01,us-east-1,production,185485424.0,0.914103923647932,17.799999999999997,0.3999999999999915,0.4741860465116279,1
2026-06-08T11:31:17.520297,67.0,93.5,7322.6,74.5,122930747,62632755,114.68,0,343,SRV004,cache-server-01,eu-west-1,staging,185563502.0,0.708994708994709,-19.200000000000003,0.2000000000000028,0.3333720930232558,1
2026-06-08T11:31:21.696076,71.9,93.5,7322.62,74.5,122950936,62658302,144.48,0,343,SRV005,worker-server-01,ap-south-1,development,185609238.0,0.7608465608465609,4.900000000000006,0.0,0.42,1
2026-06-08T11:31:25.907382,41.6,93.6,7332.55,74.5,122971678,62676994,180.05,0,343,SRV001,web-server-01,ap-south-1,production,185648672.0,0.4397463002114165,-30.300000000000004,0.0999999999999943,0.5234011627906977,1
2026-06-08T11:31:30.217958,50.2,93.6,7332.95,74.5,122987424,62700565,172.29,0,343,SRV002,api-server-01,ap-south-1,production,185687989.0,0.5306553911205074,8.600000000000001,0.0,0.500843023255814,1
2026-06-08T11:31:34.311471,92.9,94.7,7422.15,74.5,123034136,62791362,67.0,0,343,SRV003,database-server-01,us-east-1,production,185825498.0,0.9707419017763844,42.7,1.1000000000000083,0.1947674418604651,1
2026-06-08T11:31:38.415692,76.8,84.6,6629.71,74.5,123077280,62838072,60.56,0,343,SRV004,cache-server-01,eu-west-1,staging,185915352.0,0.897196261682243,-16.10000000000001,-10.100000000000009,0.176046511627907,0
2026-06-08T11:31:42.532883,96.9,82.0,6425.05,74.5,123100787,62875623,57.28,0,344,SRV005,worker-server-01,ap-south-1,development,185976410.0,1.1674698795180725,20.10000000000001,-2.5999999999999943,0.1660289855072463,1
2026-06-08T11:31:46.682829,40.5,82.0,6422.06,74.5,123134035,62924234,107.7,0,344,SRV001,web-server-01,ap-south-1,production,186058269.0,0.4879518072289157,-56.400000000000006,0.0,0.3121739130434782,0
2026-06-08T11:31:50.902397,68.0,82.1,6436.1,74.5,123154879,62951134,189.56,0,344,SRV002,api-server-01,ap-south-1,production,186106013.0,0.8182912154031288,27.5,0.0999999999999943,0.5494492753623188,0
2026-06-08T11:31:55.088538,96.7,87.7,6872.24,74.5,123178364,62977072,121.51,0,344,SRV003,database-server-01,us-east-1,production,186155436.0,1.0901916572717023,28.700000000000003,5.6000000000000085,0.3522028985507247,1
2026-06-08T11:31:59.294847,77.0,83.7,6560.95,74.5,123197071,63063170,177.82,0,344,SRV004,cache-server-01,eu-west-1,staging,186260241.0,0.9090909090909092,-19.700000000000003,-4.0,0.5154202898550725,0
2026-06-08T11:32:03.675473,66.7,85.8,6726.21,74.5,123217811,63163739,130.41,0,344,SRV005,worker-server-01,ap-south-1,development,186381550.0,0.7684331797235023,-10.299999999999995,2.0999999999999943,0.378,0
2026-06-08T11:32:07.899937,53.8,86.0,6741.8,74.5,123243255,63241537,189.29,0,344,SRV001,web-server-01,ap-south-1,production,186484792.0,0.6183908045977011,-12.900000000000006,0.2000000000000028,0.5486666666666666,0
2026-06-08T11:32:12.077588,51.7,85.1,6665.66,74.5,123260520,63352172,154.57,0,344,SRV002,api-server-01,ap-south-1,production,186612692.0,0.6004645760743322,-2.0999999999999943,-0.9000000000000057,0.4480289855072463,0
2026-06-08T11:32:16.388014,88.5,86.2,6757.16,74.5,123285575,63494984,162.12,0,343,SRV003,database-server-01,us-east-1,production,186780559.0,1.014908256880734,36.8,1.1000000000000083,0.4712790697674419,0
2026-06-08T11:32:20.576921,52.7,86.3,6765.6,74.5,123305354,63529661,153.81,0,343,SRV004,cache-server-01,eu-west-1,staging,186835015.0,0.6036655211912945,-35.8,0.0999999999999943,0.4471220930232558,0
2026-06-08T11:32:24.800675,61.4,86.3,6765.98,74.5,123324938,63583381,161.43,0,343,SRV005,worker-server-01,ap-south-1,development,186908319.0,0.7033218785796106,8.699999999999996,0.0,0.4692732558139535,0
2026-06-08T11:32:28.975147,45.6,86.3,6765.18,74.5,123347407,63679753,126.22,0,343,SRV001,web-server-01,ap-south-1,production,187027160.0,0.5223367697594502,-15.799999999999995,0.0,0.3669186046511627,0
2026-06-08T11:32:33.174907,55.5,84.3,6605.03,74.5,123365416,63773682,163.49,0,343,SRV002,api-server-01,ap-south-1,production,187139098.0,0.6506447831184057,9.9,-2.0,0.4752616279069768,0
2026-06-08T11:32:37.370048,90.3,84.7,6637.72,74.5,123391873,63894318,96.56,0,343,SRV003,database-server-01,us-east-1,production,187286191.0,1.0536756126021003,34.8,0.4000000000000057,0.2806976744186046,1
2026-06-08T11:32:41.567763,22.7,85.3,6684.21,74.5,123409099,63932696,143.97,0,344,SRV004,cache-server-01,eu-west-1,staging,187341795.0,0.2630359212050985,-67.6,0.5999999999999943,0.4173043478260869,0
2026-06-08T11:32:45.770343,77.0,86.4,6771.26,74.5,123441047,64052264,103.9,0,344,SRV005,worker-server-01,ap-south-1,development,187493311.0,0.8810068649885583,54.3,1.1000000000000083,0.3011594202898551,0
2026-06-08T11:32:49.966233,47.3,86.4,6767.8,74.5,123461918,64134536,157.49,0,344,SRV001,web-server-01,ap-south-1,production,187596454.0,0.5411899313501144,-29.700000000000003,0.0,0.4564927536231884,0
2026-06-08T11:32:54.164046,58.9,86.4,6766.25,74.5,123480415,64243303,158.18,0,345,SRV002,api-server-01,ap-south-1,production,187723718.0,0.6739130434782609,11.6,0.0,0.4571676300578035,0
2026-06-08T11:32:58.362077,95.0,85.6,6708.72,74.5,123512584,64323053,166.94,0,344,SRV003,database-server-01,us-east-1,production,187835637.0,1.0969976905311778,36.1,-0.8000000000000114,0.4838840579710144,1
2026-06-08T11:33:02.565085,26.0,86.0,6738.93,74.5,123530867,64397800,136.53,0,344,SRV004,cache-server-01,eu-west-1,staging,187928667.0,0.2988505747126437,-69.0,0.4000000000000057,0.3957391304347826,0
2026-06-08T11:33:06.704177,76.5,86.3,6759.52,74.5,123558923,64442561,89.35,0,344,SRV005,worker-server-01,ap-south-1,development,188001484.0,0.8762886597938144,50.5,0.2999999999999971,0.2589855072463768,0
2026-06-08T11:33:10.974811,74.6,86.4,6767.39,74.5,123576736,64454808,230.11,0,344,SRV001,web-server-01,ap-south-1,production,188031544.0,0.8535469107551487,-1.9000000000000057,0.1000000000000085,0.6669855072463768,0
2026-06-08T11:33:15.173880,44.8,86.1,6748.42,74.5,123596304,64482183,174.88,0,344,SRV002,api-server-01,ap-south-1,production,188078487.0,0.5143513203214696,-29.8,-0.3000000000000113,0.5068985507246376,0
2026-06-08T11:33:19.371107,90.9,86.5,6774.47,74.5,123623178,64522985,137.16,0,344,SRV003,database-server-01,us-east-1,production,188146163.0,1.038857142857143,46.10000000000001,0.4000000000000057,0.3975652173913043,1
2026-06-08T11:33:23.564465,29.9,86.6,6783.65,74.5,123649803,64554328,153.52,0,344,SRV004,cache-server-01,eu-west-1,staging,188204131.0,0.341324200913242,-61.00000000000001,0.0999999999999943,0.4449855072463768,0
2026-06-08T11:17:49.762560,16.9,85.9,7048.01,74.4,92623122,47183412,107.32,0,338,SRV003,database-server-01,us-east-1,production,139806534.34086424,0.1309130913091309,-4.0,0.5,0.3165781710914454,0
2026-06-08T11:16:28.992223,26.3,89.4,6769.2,74.4,92300417,46971160,122.62,0,336,SRV005,worker-server-01,ap-south-1,development,139271575.21099925,0.2551487414187643,6.300000000000001,0.1000000000000085,0.3638575667655786,0
2026-06-08T11:31:17.520297,60.0,89.5,7322.6,74.5,122930747,62632755,114.68,0,343,SRV004,cache-server-01,eu-west-1,staging,185563502.19811717,0.708994708994709,-19.200000000000003,0.2000000000000028,0.3333720930232558,1
2026-06-08T11:13:29.993599,18.8,89.0,6898.87,74.4,91152075,46006314,108.48,0,337,SRV001,web-server-01,ap-south-1,production,137158390.24982733,0.2786516853932584,-8.2,-4.599999999999994,0.3209467455621302,0
2026-06-08T11:18:57.564095,45.9,93.1,6979.52,74.4,92876622,47375778,108.62,0,340,SRV004,cache-server-01,eu-west-1,staging,140252399.30165744,0.4539400665926748,24.0,1.1999999999999886,0.3185337243401759,0
2026-06-08T11:17:12.079570,24.9,80.1,6592.82,74.4,92463626,47059812,120.37,0,336,SRV002,api-server-01,ap-south-1,production,139523437.5655542,0.2220916568742655,8.899999999999999,-2.300000000000012,0.3571810089020771,0
